,MI_dir_L0.1_weight,H_L0.1_weight,HH_L0.1_weight,HH_L0.1_std,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,Attack,Attack_subType
30,635.850377756237,635.850377756237,632.196209731935,3.93209993898169e-06,1.5468095945557197e-11,4.29517831708202e-27,1.6198379229223e-15,632.196209731936,2198132.73396565,0.0,0.0,0.0,0.0,0,0
31,636.8056887589,636.8056887589,633.15177755776,4.15696997026508e-06,1.7286381815891398e-11,4.29477926725879e-27,1.5320709286585802e-15,633.151777557761,2194661.00284072,0.0,0.0,0.0,0.0,0,0
32,637.749851936427,637.749851936427,634.096261119974,4.15696997026508e-06,1.7286381815891398e-11,4.29658924025865e-27,1.53271659793334e-15,634.096261119975,2191199.91792957,0.0,0.0,0.0,0.0,0,0
33,638.64143179738,638.64143179738,634.98846210663,4.15696997026508e-06,1.7286381815891398e-11,4.29839532383505e-27,1.53336087973921e-15,634.988462106631,2187749.14670106,0.0,0.0,0.0,0.0,0,0
34,639.601190148394,639.601190148394,635.948450636139,4.15696997026508e-06,1.7286381815891398e-11,4.30030385287099e-27,1.5340417067784e-15,635.94845063614,2184309.01072211,0.0,0.0,0.0,0.0,0,0
35,640.57662594959,640.57662594959,636.924026722596,4.15696997026508e-06,1.7286381815891398e-11,4.30220890968642e-27,1.5347212951769502e-15,636.924026722597,2180879.54516809,0.0,0.0,0.0,0.0,0,0
36,641.530228684014,641.530228684014,637.877894016496,4.04609745704583e-06,1.6377219349459798e-11,4.30406989581289e-27,1.57745829906897e-15,637.877894016497,2177460.58432217,0.0,0.0,0.0,0.0,0,0
37,642.428585958927,642.428585958927,638.776829959773,4.04609745704583e-06,1.67702536733357e-11,4.33499892896887e-27,5.61723473692762e-16,638.776829959774,2174051.78725892,0.0,0.0,0.0,0.0,0,0
38,643.333838709469,643.333838709469,639.682621281985,4.15696997026508e-06,1.75711457689992e-11,4.34348095999993e-27,5.85634867732256e-16,639.682621281987,2170653.145944,0.0,0.0,0.0,0.0,0,0
39,644.306005569777,644.306005569777,640.654946108249,4.26496119976004e-06,1.84663263137254e-11,4.34873360802315e-27,5.71496547758995e-16,640.65494610825,2167264.96770779,0.0,0.0,0.0,0.0,0,0
40,645.114183019151,645.114183019151,641.464210549723,4.15696997026508e-06,1.77584517494021e-11,4.3644923378766e-27,5.18979860050858e-16,641.464210549725,2163886.34591133,0.0,0.0,0.0,0.0,0,0
41,646.04693628544,646.04693628544,642.39734428932,4.26496119976004e-06,1.8644641386345e-11,4.37070287989169e-27,5.06558790259115e-16,642.397344289321,2160517.8912257,0.0,0.0,0.0,0.0,0,0
42,646.979720426354,646.979720426354,643.330508140202,4.15696997026508e-06,1.79898419854476e-11,4.38838903050308e-27,4.72005220567878e-16,643.330508140203,2157159.55851431,0.0,0.0,0.0,0.0,0,0
43,647.979624198965,647.979624198965,644.330412455572,4.04609745704583e-06,1.71180820186407e-11,4.39376334084154e-27,4.85533153765189e-16,644.330412455573,2153811.64955826,0.0,0.0,0.0,0.0,0,0
44,648.814991878357,648.814991878357,645.166707290966,4.15696997026508e-06,1.8749713606747098e-11,4.41826424432859e-27,3.9403039030851097e-16,645.166707290967,2150473.26953717,0.0,0.0,0.0,0.0,0,0
45,649.676399996077,649.676399996077,646.028894710389,4.15696997026508e-06,1.8930821439879397e-11,4.4341016821920296e-27,3.83635873811242e-16,646.02889471039,2147144.51244277,0.0,0.0,0.0,0.0,0,0
46,650.652758657646,650.652758657646,647.005386102509,4.04609745704583e-06,1.81044281247472e-11,4.44253680765097e-27,3.9489819247624197e-16,647.00538610251,2143825.92413109,0.0,0.0,0.0,0.0,0,0
47,651.56062586724,651.56062586724,647.913769782073,3.93209993898169e-06,1.7087854055767798e-11,4.46293538548023e-27,4.20776010404616e-16,647.913769782075,2140517.11048632,0.0,0.0,0.0,0.0,0,0
48,652.560539726153,652.560539726153,648.913684123128,3.93209993898169e-06,1.7087854055767798e-11,4.46883705216834e-27,4.2133243337498597e-16,648.913684123129,2137218.49441017,0.0,0.0,0.0,0.0,0,0
49,653.56031325881,653.56031325881,649.913458921405,3.69356474514715e-06,1.54614099301398e-11,4.47317350518868e-27,4.48977882563116e-16,649.913458921406,2133930.02813044,0.0,0.0,0.0,0.0,0,0
50,654.559816427571,654.559816427571,650.912964862475,3.93209993898169e-06,1.7087854055767798e-11,4.4790553875505396e-27,4.2229584198921004e-16,650.912964862476,2130651.66352055,0.0,0.0,0.0,0.0,0,0
51,655.558994320816,655.558994320816,651.912147336052,3.56832255055804e-06,1.46651614128105e-11,4.48337448618136e-27,4.6579608206327695e-16,651.912147336054,2127383.35248783,0.0,0.0,0.0,0.0,0,0
52,656.509150301095,656.509150301095,652.862580596507,3.69356474514715e-06,1.54614099301398e-11,4.48734945955139e-27,4.5040074039899e-16,652.862580596508,2124124.80556752,0.0,0.0,0.0,0.0,0,0
53,657.456272379768,657.456272379768,653.809996384758,3.93209993898169e-06,1.7087854055767798e-11,4.49698386605146e-27,4.23986180971214e-16,653.80999638476,2120875.96444219,0.0,0.0,0.0,0.0,0,0
54,658.455957292885,658.455957292885,654.809683045359,3.93209993898169e-06,1.7087854055767798e-11,4.50264026772077e-27,4.24519479780649e-16,654.80968304536,2117637.04476927,0.0,0.0,0.0,0.0,0,0
55,659.45462974046,659.45462974046,655.808362844405,3.93209993898169e-06,1.7087854055767798e-11,4.5084675391330796e-27,4.25068888590015e-16,655.808362844406,2114407.9962168,0.0,0.0,0.0,0.0,0,0
56,660.405088874239,660.405088874239,656.75909590032,3.93209993898169e-06,1.7087854055767798e-11,4.5142856050573e-27,4.2561742948438397e-16,656.759095900321,2111188.53871963,0.0,0.0,0.0,0.0,0,0
57,661.340449603904,661.340449603904,657.694813493263,3.93209993898169e-06,1.7087854055767798e-11,4.51966198945489e-27,4.26124327609009e-16,657.694813493265,2107978.55668237,0.0,0.0,0.0,0.0,0,0
58,662.283434127424,662.283434127424,658.638112314328,3.814697265625e-06,1.5883642114725198e-11,4.54776145897684e-27,4.7248550757446e-16,658.63811231433,2104778.04563385,0.0,0.0,0.0,0.0,0,0
59,663.283291844509,663.283291844509,659.637970814563,3.69356474514715e-06,1.50548161011528e-11,4.5510331312669296e-27,4.88331988755603e-16,659.637970814564,2101587.23773808,0.0,0.0,0.0,0.0,0,0
60,664.268899729253,664.268899729253,660.623657796551,3.814697265625e-06,1.62695358267213e-11,4.56506712084994e-27,4.43651556110256e-16,660.623657796553,2098406.02069775,0.0,0.0,0.0,0.0,0,0
61,665.046826016973,665.046826016973,661.402802735947,3.814697265625e-06,1.62695358267213e-11,4.59188063576299e-27,4.46257401172561e-16,661.402802735949,2095233.36100052,0.0,0.0,0.0,0.0,0,0
62,665.867111529355,665.867111529355,662.224072966625,3.69356474514715e-06,1.45305833108709e-11,4.61204856440946e-27,5.58298838082248e-16,662.224072966626,2092069.42685401,0.0,0.0,0.0,0.0,0,0
63,666.574654730946,666.574654730946,662.933216234319,3.69356474514715e-06,1.4119154635645898e-11,4.61364677832553e-27,6.54890277825187e-16,662.933216234321,2088913.64981752,0.0,0.0,0.0,0.0,0,0
64,667.552987088813,667.552987088813,663.911666960603,3.814697265625e-06,1.49997708853977e-11,4.61641090587641e-27,6.34474683700381e-16,663.911666960604,2085767.27695905,0.0,0.0,0.0,0.0,0,0
65,668.523002990116,668.523002990116,664.881846417016,3.69356474514715e-06,1.4119154635645898e-11,4.61810608004858e-27,6.555232593872e-16,664.881846417017,2082630.22744033,0.0,0.0,0.0,0.0,0,0
66,669.497703651005,669.497703651005,665.856684872497,3.69356474514715e-06,1.4119154635645898e-11,4.61977377154649e-27,6.557599820928739e-16,665.856684872498,2079502.48197466,0.0,0.0,0.0,0.0,0,0
67,670.4601090198,670.4601090198,666.819294697196,3.814697265625e-06,1.47284797464651e-11,4.62080414448582e-27,8.03317803261332e-16,666.819294697197,2076383.94221778,0.0,0.0,0.0,0.0,0,0
68,671.395194630964,671.395194630964,667.754732814398,3.56832255055804e-06,1.2862197421537499e-11,4.62478931716329e-27,9.60976492569359e-16,667.7547328144,2073274.44132055,0.0,0.0,0.0,0.0,0,0
69,672.391466579864,672.391466579864,668.751024977663,3.56832255055804e-06,1.2862197421537499e-11,4.62488814186886e-27,9.60997027173733e-16,668.751024977664,2070174.22260864,0.0,0.0,0.0,0.0,0,0
70,673.306321594282,673.306321594282,669.666340981494,3.16297987971821e-06,1.0498657848634299e-11,4.62679931647151e-27,8.198796830551601e-16,669.666340981496,2067082.87085017,0.0,0.0,0.0,0.0,0,0
71,674.170207586097,674.170207586097,670.530962823152,3.4385216478958e-06,1.22444471506572e-11,4.6296822639461e-27,7.54649545031624e-16,670.530962823154,2064000.11556736,0.0,0.0,0.0,0.0,0,0
72,675.169873347761,675.169873347761,671.530630389072,3.56832255055804e-06,1.3124799524723001e-11,4.63149674883806e-27,7.27483504193456e-16,671.530630389073,2060926.54003386,0.0,0.0,0.0,0.0,0,0
73,676.071981898915,676.071981898915,672.433266586348,3.4385216478958e-06,1.2370465364015598e-11,4.6350008901590996e-27,7.06720967770209e-16,672.43326658635,2057861.66112267,0.0,0.0,0.0,0.0,0,0
74,677.071602026909,677.071602026909,673.432888758868,3.4385216478958e-06,1.2370465364015598e-11,4.63669069755664e-27,7.06978620864056e-16,673.432888758869,2054805.88274376,0.0,0.0,0.0,0.0,0,0
75,678.071087322579,678.071087322579,674.432376820658,3.4385216478958e-06,1.2370465364015598e-11,4.63849378212688e-27,7.072535458754319e-16,674.432376820659,2051759.16382374,0.0,0.0,0.0,0.0,0,0
76,679.064464758897,679.064464758897,675.425789795421,3.56832255055804e-06,1.32424427452507e-11,4.6402941514539e-27,6.81791095285654e-16,675.425789795423,2048721.43681556,0.0,0.0,0.0,0.0,0,0
77,680.031988596642,680.031988596642,676.393487652282,3.4385216478958e-06,1.3021982397982698e-11,4.64532262504251e-27,5.78320260060308e-16,676.393487652284,2045692.54686685,0.0,0.0,0.0,0.0,0,0
78,680.921313045591,680.921313045591,677.283404269106,3.56832255055804e-06,1.3680263652069099e-11,4.65090562006101e-27,5.82763027083419e-16,677.283404269108,2042672.10884692,0.0,0.0,0.0,0.0,0,0
79,681.863644637527,681.863644637527,678.226043961852,3.69356474514715e-06,1.50548161011528e-11,4.67236747836154e-27,5.0135132773030795e-16,678.226043961853,2039660.32225186,0.0,0.0,0.0,0.0,0,0
80,682.863498148061,682.863498148061,679.225898253876,3.4385216478958e-06,1.3428528345897001e-11,4.67785874608798e-27,5.39170638629552e-16,679.225898253877,2036657.40330032,0.0,0.0,0.0,0.0,0,0
81,683.862132671055,683.862132671055,680.224540050738,3.4385216478958e-06,1.3428528345897001e-11,4.68334190802731e-27,5.39802628624335e-16,680.22454005074,2033663.30755199,0.0,0.0,0.0,0.0,0,0
82,684.684022437016,684.684022437016,681.047377218876,3.56832255055804e-06,1.4444940620040699e-11,4.70601075213996e-27,5.049612963503101e-16,681.047377218877,2030677.22556736,0.0,0.0,0.0,0.0,0,0
83,685.683875341628,685.683875341628,682.047230904774,3.56832255055804e-06,1.4444940620040699e-11,4.71293724257256e-27,5.05704518109082e-16,682.047230904775,2027699.89916891,0.0,0.0,0.0,0.0,0,0
84,686.566399848707,686.566399848707,682.930378463689,3.69356474514715e-06,1.52526898375512e-11,4.71985296606515e-27,4.89273883912646e-16,682.93037846369,2024730.78260792,0.0,0.0,0.0,0.0,0,0
85,687.566014080087,687.566014080087,683.929994738081,3.4385216478958e-06,1.36499975449657e-11,4.72527547521652e-27,5.26168265162861e-16,683.929994738082,2021770.34689348,0.0,0.0,0.0,0.0,0,0
86,688.565639112456,688.565639112456,684.929621753371,3.69356474514715e-06,1.52526898375512e-11,4.73217036307521e-27,4.90550741627947e-16,684.929621753372,2018818.55406299,0.0,0.0,0.0,0.0,0,0
87,689.452766915759,689.452766915759,685.817345585931,3.4385216478958e-06,1.41264759504421e-11,4.75052535343054e-27,4.9689008148663e-16,685.817345585932,2015874.88609557,0.0,0.0,0.0,0.0,0,0
88,690.13451931733,690.13451931733,686.500776077958,3.69356474514715e-06,1.69175793760026e-11,4.78473160524594e-27,4.09558021120856e-16,686.500776077959,2012938.43656823,0.0,0.0,0.0,0.0,0,0
89,690.933533604762,690.933533604762,687.300848609041,3.69356474514715e-06,1.69175793760026e-11,4.78955628190896e-27,4.0997099831366003e-16,687.300848609043,2010009.67773367,0.0,0.0,0.0,0.0,0,0
90,691.933248147072,691.933248147072,688.300564652187,3.69356474514715e-06,1.69175793760026e-11,4.79437151920892e-27,4.10383167526586e-16,688.300564652189,2007089.42780079,0.0,0.0,0.0,0.0,0,0
91,692.932527753085,692.932527753085,689.299848040304,3.69356474514715e-06,1.69175793760026e-11,4.80056758301871e-27,4.1091353115866397e-16,689.299848040305,2004177.64792227,0.0,0.0,0.0,0.0,0,0
92,693.932527753085,693.932527753085,690.299848040304,3.69356474514715e-06,1.69175793760026e-11,4.80675962870009e-27,4.11443550851551e-16,690.299848040305,2001274.30431933,0.0,0.0,0.0,0.0,0,0
93,694.835860333637,694.835860333637,691.203686666847,3.69356474514715e-06,1.61483339111916e-11,4.81460197815851e-27,4.4345829645615797e-16,691.203686666848,1998378.95763511,0.0,0.0,0.0,0.0,0,0
94,695.835515849738,695.835515849738,692.203343983697,3.69356474514715e-06,1.61483339111916e-11,4.81901492667176e-27,4.43864759677607e-16,692.203343983699,1995491.9751104,0.0,0.0,0.0,0.0,0,0
95,696.834894886752,696.834894886752,693.202726262058,3.56832255055804e-06,1.5387672024816e-11,4.82342147412937e-27,4.59863794619281e-16,693.202726262059,1992613.31941633,0.0,0.0,0.0,0.0,0,0
96,697.834848823412,697.834848823412,694.202680438818,3.69356474514715e-06,1.61483339111916e-11,4.82782370830966e-27,4.44676109674287e-16,694.202680438819,1989742.9569479,0.0,0.0,0.0,0.0,0,0
97,698.83441059385,698.83441059385,695.202244490202,3.69356474514715e-06,1.61483339111916e-11,4.83221957049825e-27,4.4508099912651e-16,695.202244490203,1986880.85031245,0.0,0.0,0.0,0.0,0,0
98,699.819154690978,699.819154690978,696.187067879323,3.69356474514715e-06,1.61483339111916e-11,4.83650390607342e-27,4.45475616202694e-16,696.187067879325,1984026.90351902,0.0,0.0,0.0,0.0,0,0
99,700.765991702149,700.765991702149,697.134180808336,3.814697265625e-06,1.69236901146436e-11,4.85079473227506e-27,4.32604397556866e-16,697.134180808337,1981180.92787037,0.0,0.0,0.0,0.0,0,0
100,701.736310739496,701.736310739496,698.104653671132,3.814697265625e-06,1.69236901146436e-11,4.8562639373711096e-27,4.33092153132246e-16,698.104653671133,1978342.98528276,0.0,0.0,0.0,0.0,0,0
101,702.200787759181,702.200787759181,698.571902153241,3.4385216478958e-06,1.46439944620439e-11,4.9129601867209e-27,4.86082059770385e-16,698.571902153242,1975511.0033949,0.0,0.0,0.0,0.0,0,0
102,703.178159326077,703.178159326077,699.549390661041,3.4385216478958e-06,1.46439944620439e-11,4.9165064398517e-27,4.86432921564655e-16,699.549390661042,1972687.02694763,0.0,0.0,0.0,0.0,0,0
103,704.145308477436,704.145308477436,700.516709340035,3.4385216478958e-06,1.46439944620439e-11,4.92004723172972e-27,4.86783243029489e-16,700.516709340037,1969870.98130593,0.0,0.0,0.0,0.0,0,0
104,705.115973102357,705.115973102357,701.487525135908,3.30362473977828e-06,1.3920023652657598e-11,4.92353619933341e-27,5.070193524069401e-16,701.487525135909,1967062.84729054,0.0,0.0,0.0,0.0,0,0
105,706.090116262324,706.090116262324,702.461801352283,3.30362473977828e-06,1.3920023652657598e-11,4.92701976538082e-27,5.07378085506468e-16,702.461801352284,1964262.60556498,0.0,0.0,0.0,0.0,0,0
106,706.921429102199,706.921429102199,703.293981008056,3.69356474514715e-06,1.54614099301398e-11,4.93450269499794e-27,4.95282056225251e-16,703.293981008058,1961469.65886678,0.0,0.0,0.0,0.0,0,0
107,707.895751379549,707.895751379549,704.26843504631,3.69356474514715e-06,1.54614099301398e-11,4.93690697410141e-27,4.95523376652397e-16,704.268435046311,1958684.54233914,0.0,0.0,0.0,0.0,0,0
108,708.865288812536,708.865288812536,705.238128572008,3.4385216478958e-06,1.3882834102763598e-11,4.938928034447e-27,5.32495393295432e-16,705.238128572009,1955907.20449769,0.0,0.0,0.0,0.0,0,0
109,709.83924762696,709.83924762696,706.212220635378,3.56832255055804e-06,1.46651614128105e-11,4.9409458536865e-27,5.13335039807081e-16,706.212220635379,1953137.6302156,0.0,0.0,0.0,0.0,0,0
110,710.812384731053,710.812384731053,707.185494999349,3.4385216478958e-06,1.3882834102763598e-11,4.94298605468146e-27,5.32932912746146e-16,707.18549499935,1950375.78393414,0.0,0.0,0.0,0.0,0,0
111,711.778190542536,711.778190542536,708.151475285213,3.814697265625e-06,1.6071314391476597e-11,4.94986492458817e-27,4.9682398195312e-16,708.151475285215,1947621.60513015,0.0,0.0,0.0,0.0,0,0
112,712.74109167917,712.74109167917,709.114565451261,3.814697265625e-06,1.6071314391476597e-11,4.95398158352777e-27,4.97237176033742e-16,709.114565451262,1944875.05090709,0.0,0.0,0.0,0.0,0,0
113,713.706015574201,713.706015574201,710.079667818413,3.56832255055804e-06,1.4444940620040699e-11,4.95666659460613e-27,5.31857006074717e-16,710.079667818415,1942136.09760601,0.0,0.0,0.0,0.0,0,0
114,714.579576374768,714.579576374768,710.953871057879,3.56832255055804e-06,1.5387672024816e-11,4.96875217175597e-27,4.73719586911888e-16,710.953871057881,1939404.36468477,0.0,0.0,0.0,0.0,0,0
115,714.815878080829,714.815878080829,711.194047692718,3.01578298584784e-06,1.2862197421537499e-11,5.01030176057964e-27,5.50888504442388e-16,711.19404769272,1936677.39536388,0.0,0.0,0.0,0.0,0,0
116,715.77663641327,715.77663641327,712.155004854912,3.01578298584784e-06,1.2862197421537499e-11,5.01160988773698e-27,5.51032334544399e-16,712.155004854914,1933957.93487934,0.0,0.0,0.0,0.0,0,0
117,716.73600541528,716.73600541528,713.114579438519,3.01578298584784e-06,1.2862197421537499e-11,5.01291571326062e-27,5.51175911579107e-16,713.114579438521,1931245.94722711,0.0,0.0,0.0,0.0,0,0
118,717.67594335971,717.67594335971,714.054820856317,3.01578298584784e-06,1.2544764307798399e-11,5.0139720152873e-27,5.65613712275356e-16,714.054820856318,1928541.32863256,0.0,0.0,0.0,0.0,0,0
119,718.478876740252,718.478876740252,714.858748560796,3.01578298584784e-06,1.22359997904584e-11,5.01406011117375e-27,5.81123058235797e-16,714.858748560797,1925843.53507747,0.0,0.0,0.0,0.0,0,0
120,719.344279230574,719.344279230574,715.724829234226,3.01578298584784e-06,1.2544764307798399e-11,5.01492771379402e-27,5.65721522246883e-16,715.724829234228,1923152.77536967,0.0,0.0,0.0,0.0,0,0
121,720.289430903813,720.289430903813,716.670256882102,3.01578298584784e-06,1.2544764307798399e-11,5.01569661819822e-27,5.658082604403e-16,716.670256882103,1920469.31982536,0.0,0.0,0.0,0.0,0,0
122,721.163229754171,721.163229754171,717.544689844114,3.01578298584784e-06,1.1936576582599299e-11,5.01525082374774e-27,5.98112696616136e-16,717.544689844115,1917792.87424019,0.0,0.0,0.0,0.0,0,0
123,721.868310542522,721.868310542522,718.251250431897,3.16297987971821e-06,1.1858360094634299e-11,5.0130260988613e-27,6.281370775660401e-16,718.251250431898,1915122.78787809,0.0,0.0,0.0,0.0,0,0
124,722.801722946746,722.801722946746,719.184996486085,3.01578298584784e-06,1.1101797659406399e-11,5.01159291653773e-27,6.58607380615506e-16,719.184996486087,1912459.88084318,0.0,0.0,0.0,0.0,0,0
125,723.740041800189,723.740041800189,720.123623977193,3.16297987971821e-06,1.1620552267396e-11,5.0109933856471995e-27,6.51584335648449e-16,720.123623977194,1909804.14255612,0.0,0.0,0.0,0.0,0,0
126,724.731514037058,724.731514037058,721.115138825983,3.16297987971821e-06,1.1620552267396e-11,5.01076536469479e-27,6.51554685862598e-16,721.115138825985,1907155.73866115,0.0,0.0,0.0,0.0,0,0
127,725.672087331276,725.672087331276,722.05600865659,3.30362473977828e-06,1.3116919128020499e-11,5.01224193919851e-27,5.62465949246385e-16,722.056008656592,1904514.45361593,0.0,0.0,0.0,0.0,0,0
128,726.572149582009,726.572149582009,722.956568904656,3.4385216478958e-06,1.32189978592111e-11,5.01623640185413e-27,5.99997536903052e-16,722.956568904658,1901880.11217199,0.0,0.0,0.0,0.0,0,0
129,727.545866141766,727.545866141766,723.930416256515,3.16297987971821e-06,1.1620552267396e-11,5.0159377429042096e-27,6.52227255223587e-16,723.930416256517,1899252.95344383,0.0,0.0,0.0,0.0,0,0
130,728.478237872187,728.478237872187,724.86312405732,3.30362473977828e-06,1.2412187119440399e-11,5.01563905993281e-27,6.24422869979335e-16,724.863124057322,1896632.79952916,0.0,0.0,0.0,0.0,0,0
131,729.441785386878,729.441785386878,725.8268524695,3.16297987971821e-06,1.13959359497509e-11,5.01320301745593e-27,6.78489531382455e-16,725.826852469501,1894019.73445399,0.0,0.0,0.0,0.0,0,0
132,730.281632250184,730.281632250184,726.667493012106,3.30362473977828e-06,1.2005674564028699e-11,5.01215144423663e-27,6.78347210910236e-16,726.667493012108,1891413.28824647,0.0,0.0,0.0,0.0,0,0
133,731.189554840857,731.189554840857,727.575871290781,3.01578298584784e-06,1.0379801288321099e-11,5.01098876557371e-27,7.42919761922511e-16,727.575871290782,1888813.67855481,0.0,0.0,0.0,0.0,0,0
